-503,195,-297,-122,390,-458,-335,291,241,473,-239,68,-529,-308,218,332,-494,-504,251,521,-510,129,-538,151,307,218,66,495,-408,-131,452,562,454,553,-118,157,-88,-286,-504,347,515,-231,196,269,293,-485,-94,-369
265,-305,-433,517,459,30,-414,293,502,-97,-27,-237,-345,-87,375,382,-306,263,-488,357,-49,-533,-414,-521,368,470,-400,43,-169,234,-524,478,13,363,-534,279,198,544,526,398,212,-507,544,-278,354,40,-577,-491
383,-523,522,-326,333,-13,31,70,346,-33,-343,-273,31,-189,470,-283,-32,178,-185,-305,476,-511,-539,26,-531,-316,-471,-522,341,54,-498,-145,-223,345,108,173,-476,-261,142,260,356,405,57,92,-372,-500,300,-142
-136,-29,411,-468,-342,474,142,-155,145,-185,-341,19,-277,290,87,-90,552,-27,-110,-347,424,-361,434,475,-178,-457,-42,-568,-526,339,-568,-371,-131,292,427,-508,-195,-534,-298,-445,389,-486,-296,550,-436,421,563,-495
124,497,-70,-527,-68,-507,-416,458,8,-399,-35,-196,207,308,-419,-87,104,537,513,-552,-91,-570,420,253,-101,154,-52,-193,253,-171,-39,295,-210,-124,-64,172,-66,-77,91,190,182,142,-248,128,-339,-363,-252,102
-378,-106,-37,-94,-514,-562,-230,-424,-175,461,-129,-365,-130,-5,-27,-41,422,-359,422,394,557,-277,-468,-313,105,213,-73,-345,140,506,-528,-393,-454,299,-5,-562,215,330,-20,134,459,-324,31,447,-525,386,-19,-255
-354,-86,-77,520,-372,588,-164,-36,143,-220,34,-67,405,-320,-295,511,-505,-317,531,-262,-204,-73,-348,170,155,-178,-496,-167,155,541,10,170,113,93,-544,-77,-550,343,-435,235,-251,-477,600,265,84,202,-471,-490
323,-291,-130,-495,-419,-214,-355,-456,313,372,-57,-162,-8,22,-339,-453,-184,-373,-269,-552,-218,-341,89,-134,-543,68,60,-398,80,-514,-450,-243,-242,147,67,-436,100,-200,276,-191,-573,-459,-401,-308,583,-175,34,392
-398,481,-168,355,-502,-325,604,174,-434,-404,-589,396,-194,-551,243,521,-314,442,412,-445,-563,-558,-2,-243,152,-331,-396,-443,-271,-9,-150,516,-43,-578,-132,504,-248,-2,285,-487,-387,506,-249,-243,-472,-57,-447,558
462,277,492,77,-224,252,372,311,507,493,-28,-535,-151,29,-471,392,-265,147,-156,306,139,-115,31,229,436,264,148,444,-468,174,475,229,-162,-132,-109,-39,-341,442,-540,52,105,-535,-318,521,419,231,-369,527
-592,-244,-95,45,-451,-49,-500,-82,-317,-184,288,516,-263,-82,573,-270,-186,-78,-84,-57,-512,265,-592,-594,-565,-65,496,-565,-165,438,-117,-563,311,-385,223,254,-179,-492,-458,-365,-72,395,-91,327,-551,24,-378,29
-31,-613,-580,-577,410,248,-59,21,-493,456,189,-36,283,-27,246,-423,119,-240,-373,-466,383,-547,127,9,-287,-481,259,285,-207,38,-383,-174,-511,-361,52,-206,-64,450,17,-97,414,343,537,-289,-421,-186,-437,318
110,-345,378,226,-99,50,10,292,-528,-472,-47,249,-276,212,-89,-17,461,-430,-234,248,311,349,340,442,-489,89,125,264,252,232,-9,307,-533,117,534,-49,-481,466,-435,-216,-477,-535,-177,-167,-467,-327,-317,-525
